WKT,POINT_ID
"POINT (4559996.29852343 4011999.29357191)","45604012"
"POINT (4559997.9799319 4129996.63983351)","45604130"
"POINT (4559997.95505292 4151998.83338255)","45604152"
"POINT (4560000.33103407 4313999.58634445)","45604314"
"POINT (4560088.56171144 4453915.08214311)","45604454"
"POINT (4560002.75924575 4462000.98159196)","45604462"
"POINT (4559996.83610011 4544002.1430763)","45604544"
"POINT (4559996.67750511 4731999.04946276)","45604732"
"POINT (4561999.85385035 2768001.3150242)","45622768"
"POINT (4562001.96470875 2925996.85153325)","45622926"
"POINT (4562000.50214196 3069998.44321982)","45623070"
"POINT (4562231.03621368 3286018.1293911)","45623286"
"POINT (4561998.24792767 3609983.51191385)","45623610"
"POINT (4562002.48104677 3826000.68012811)","45623826"
"POINT (4561999.60429134 3897998.29607723)","45623898"
"POINT (4561997.40334842 4023997.49536836)","45624024"
"POINT (4562000.16423547 4257999.7596403)","45624258"
"POINT (4561997.3638612 4366001.79704724)","45624366"
"POINT (4562001.20361975 4438002.31562938)","45624438"
"POINT (4563999.57149131 2707998.49851631)","45642708"
"POINT (4563999.56190318 2723999.4377346)","45642724"
"POINT (4564006.53920016 2750006.99470825)","45642750"
"POINT (4563941.43763877 2800006.91366572)","45642800"
"POINT (4563994.96132292 2828011.46803609)","45642828"
"POINT (4564003.63545735 3084000.50517185)","45643084"
"POINT (4564000.74700886 3098001.60149256)","45643098"
"POINT (4564000.41586621 3217998.96169661)","45643218"
"POINT (4564000.2236626 3313999.85542515)","45643314"
"POINT (4564001.43634723 3686005.3717082)","45643686"
"POINT (4564002.87010354 3727996.60340265)","45643728"
"POINT (4563997.55534117 3745999.92654441)","45643746"
"POINT (4564000.17465606 3803999.26778118)","45643804"
"POINT (4563999.57597697 3839999.74808546)","45643840"
"POINT (4563999.71462414 3865999.89426124)","45643866"
"POINT (4564091.1636867 3956125.89373563)","45643956"
"POINT (4564105.27575335 3980043.91495563)","45643980"
"POINT (4563998.88262463 4081999.37105605)","45644082"
"POINT (4564001.03424827 4135997.09014907)","45644136"
"POINT (4564002.06058203 4235998.09740227)","45644236"
"POINT (4564000.21367339 4308004.6615673)","45644308"
"POINT (4563999.47118937 4379999.61984765)","45644380"
"POINT (4563999.62525316 4387999.05616219)","45644388"
"POINT (4563998.51614848 4447999.23770482)","45644448"
"POINT (4563999.95792918 4469999.02024613)","45644470"
"POINT (4564000.38360071 4484001.81813653)","45644484"
"POINT (4563997.64175353 4506001.10839436)","45644506"
"POINT (4565997.82528634 1623996.85649888)","45661624"
"POINT (4566000.39506361 2242000.28541048)","45662242"
"POINT (4565997.85827836 2250002.44146376)","45662250"
"POINT (4565847.16426389 2592271.10581754)","45662592"
"POINT (4565999.53277777 2728001.43088223)","45662728"
"POINT (4565995.309395 2766001.23883985)","45662766"
"POINT (4566001.98527867 2866000.44323697)","45662866"
"POINT (4566000.39421184 2902000.58552251)","45662902"
"POINT (4565999.98040872 2937995.76080508)","45662938"
"POINT (4565999.46596124 3010000.02804386)","45663010"
"POINT (4565999.80344796 3154000.92579781)","45663154"
"POINT (4566000.24839659 3160003.57123755)","45663160"
"POINT (4566000.90354351 3225999.90170912)","45663226"
"POINT (4566001.62315654 3298000.16289618)","45663298"
"POINT (4566034.32613732 3621988.18803334)","45663622"
"POINT (4566001.80365886 3916004.95832788)","45663916"
"POINT (4565997.89314452 4035996.50118205)","45664036"
"POINT (4565999.60979375 4095999.74988677)","45664096"
"POINT (4565998.70756336 4161999.01780104)","45664162"
"POINT (4566000.06174093 4420000.63127408)","45664420"
"POINT (4565998.7079335 4499999.1354755)","45664500"
"POINT (4566001.02081114 4617999.03907846)","45664618"
"POINT (4568006.11888881 2283908.16546881)","45682284"
"POINT (4567998.0975455 2287998.99351606)","45682288"
"POINT (4567998.2228712 2752000.38200496)","45682752"
"POINT (4567996.11274441 2768001.8563653)","45682768"
"POINT (4568000.20437228 2788000.3892812)","45682788"
"POINT (4567999.00913719 2806001.96087256)","45682806"
"POINT (4567820.4048032 3008245.82672611)","45683008"
"POINT (4567999.78315834 3169997.43523011)","45683170"
"POINT (4568001.9399201 3188006.72409277)","45683188"
"POINT (4567999.78014384 3220000.17111381)","45683220"
"POINT (4567999.22380867 3238000.08278396)","45683238"
"POINT (4568001.04274851 3278000.22818185)","45683278"
"POINT (4568001.32089053 3291999.13334639)","45683292"
"POINT (4568000.33168409 3349998.1375645)","45683350"
"POINT (4567993.80718569 3638007.12626849)","45683638"
"POINT (4568002.77458086 3670007.57499488)","45683670"
"POINT (4568006.24486165 3692002.63221898)","45683692"
"POINT (4567997.53158142 3710002.34194285)","45683710"
"POINT (4567996.49136574 3777998.95001185)","45683778"
"POINT (4568002.29407257 3796001.91526163)","45683796"
"POINT (4568012.65483504 4048015.02161164)","45684048"
"POINT (4567994.4902075 4142001.79008182)","45684142"
"POINT (4567999.79586529 4264000.02490947)","45684264"
"POINT (4567999.95867033 4354000.24270734)","45684354"
"POINT (4567998.62071045 4484001.1301786)","45684484"
"POINT (4567999.21936701 4610000.77362244)","45684610"
"POINT (4570012.7794471 1668001.40616494)","45701668"
"POINT (4570000.97224243 2042000.60586506)","45702042"
"POINT (4569930.56353308 2537844.97511536)","45702538"
"POINT (4569995.50455881 2563999.22966694)","45702564"
"POINT (4570001.05866252 2779999.36021835)","45702780"
"POINT (4569999.31906274 2816002.2396785)","45702816"
"POINT (4570001.21663667 2852002.06055099)","45702852"
"POINT (4570002.69461362 2942001.68869515)","45702942"
"POINT (4569999.56081936 2963999.84916165)","45702964"
"POINT (4569999.62687295 3230002.16686833)","45703230"
"POINT (4569999.40436271 3287998.98240044)","45703288"
"POINT (4570000.86797931 3360000.89054506)","45703360"
"POINT (4569999.4544073 3608005.93449333)","45703608"
"POINT (4570005.22949025 3625994.96168483)","45703626"
"POINT (4570001.06258343 3648002.7186336)","45703648"
"POINT (4569997.6807401 3734002.83174177)","45703734"
"POINT (4569998.67236707 3900000.30392497)","45703900"
"POINT (4570002.06447502 3967993.292384)","45703968"
"POINT (4569998.95542609 4061999.3123665)","45704062"
"POINT (4570003.50598748 4188008.67812339)","45704188"
"POINT (4569999.88218972 4242000.99783203)","45704242"
"POINT (4569999.48192301 4278000.15294698)","45704278"
"POINT (4569999.30451751 4314003.18575488)","45704314"
"POINT (4570000.07351224 4494000.91584238)","45704494"
"POINT (4569999.43156571 4742000.48511366)","45704742"
"POINT (4572003.89143581 1647999.9161893)","45721648"
"POINT (4572005.00967492 1660002.11790638)","45721660"
"POINT (4571993.60876393 2083995.57370037)","45722084"
"POINT (4571829.31753344 2577763.29615406)","45722578"
"POINT (4572001.96751826 2723997.58332616)","45722724"
"POINT (4572001.26328886 2785999.78811353)","45722786"
"POINT (4571999.27023077 2795998.72330697)","45722796"
"POINT (4572066.42393776 2991857.60897515)","45722992"
"POINT (4571999.90294771 3028000.12084989)","45723028"
"POINT (4571998.39367093 3099997.1542518)","45723100"
"POINT (4571997.17402862 3123999.75574422)","45723124"
"POINT (4572000.34108292 3250000.3349428)","45723250"
"POINT (4571997.39409855 3304000.56252045)","45723304"
"POINT (4572003.21835379 3315998.25106689)","45723316"
"POINT (4572002.1522144 3664000.76932596)","45723664"
"POINT (4571998.98471431 3754003.22249441)","45723754"
"POINT (4571999.67793061 3772000.4608007)","45723772"
"POINT (4571995.98955813 3844000.21486364)","45723844"
"POINT (4571999.48079541 3964001.14960367)","45723964"
"POINT (4572003.53147287 3999997.73875446)","45724000"
"POINT (4571999.90146893 4269999.5358828)","45724270"
"POINT (4571998.84917667 4306000.79027246)","45724306"
"POINT (4571998.53214438 4395999.15368969)","45724396"
"POINT (4571999.02091241 4431999.10952033)","45724432"
"POINT (4572001.1625563 4726001.38629185)","45724726"
"POINT (4574005.4905893 2045995.37970351)","45742046"
"POINT (4574018.84961538 2267993.72199802)","45742268"
"POINT (4574001.15173137 2531998.84584093)","45742532"
"POINT (4573991.59146832 2550004.59185867)","45742550"
"POINT (4573744.87627736 2567937.36423147)","45742568"
"POINT (4573694.92221129 2590483.74344402)","45742592"
"POINT (4574003.44246026 2708001.31356849)","45742708"
"POINT (4573995.7841619 2753996.97816027)","45742754"
"POINT (4573999.93139937 2766002.06570398)","45742766"
"POINT (4573999.13792475 2783995.06284279)","45742784"
"POINT (4573999.15813721 2825998.62239563)","45742826"
"POINT (4573998.45635754 2934001.14924639)","45742934"
"POINT (4574001.37254802 2959997.34409204)","45742960"
"POINT (4574000.39333588 3036000.20340831)","45743036"
"POINT (4573999.55386393 3125998.1174958)","45743126"
"POINT (4574000.05400177 3203999.327057)","45743204"
"POINT (4574000.11500241 3215999.28134102)","45743216"
"POINT (4574001.18872696 3266000.1933029)","45743266"
"POINT (4574003.50559339 3270001.11820504)","45743270"
"POINT (4574015.87119557 3608007.77727813)","45743608"
"POINT (4573996.27392519 3653996.65438451)","45743654"
"POINT (4574056.16456541 3671973.23886227)","45743672"
"POINT (4573998.58566953 3743999.27406208)","45743744"
"POINT (4573999.80646815 3828000.67653187)","45743828"
"POINT (4574003.29268631 3924005.34469317)","45743924"
"POINT (4573998.42013859 3942001.14315345)","45743942"
"POINT (4574006.23021116 3977998.11952912)","45743978"
"POINT (4573998.08091455 4007995.59219996)","45744008"
"POINT (4574003.12815787 4022000.02454805)","45744022"
"POINT (4574002.2046008 4032003.70684316)","45744032"
"POINT (4573995.50398178 4058003.68118703)","45744058"
"POINT (4573999.24555827 4223997.59000505)","45744224"
"POINT (4573998.7265403 4229998.93117593)","45744230"
"POINT (4574005.54141627 4292000.31971396)","45744292"
"POINT (4574000.19373291 4319999.80501928)","45744320"
"POINT (4573999.57142489 4346000.31287394)","45744346"
"POINT (4573999.67346308 4436000.09166816)","45744436"
"POINT (4575998.7515279 2134000.69248703)","45762134"
"POINT (4576001.44552345 2290000.03771265)","45762290"
"POINT (4575998.79404825 2793999.99979196)","45762794"
"POINT (4576049.26272582 2847985.87008203)","45762848"
"POINT (4576000.01327471 3045999.80275508)","45763046"
"POINT (4576001.29894277 3135998.99175992)","45763136"
"POINT (4575997.92317507 3154001.48019533)","45763154"
"POINT (4575909.65228663 3603898.91258591)","45763604"
"POINT (4576003.20573659 3802003.51569327)","45763802"
"POINT (4575998.74431255 3820003.5134306)","45763820"
"POINT (4576001.07736141 4378000.0759317)","45764378"
"POINT (4575999.33782617 4414000.2007414)","45764414"
"POINT (4575999.47327402 4468002.49415593)","45764468"
"POINT (4575998.13919642 4575998.66493315)","45764576"
"POINT (4576000.12604667 4630006.47636529)","45764630"
"POINT (4577998.84512973 1636003.96925839)","45781636"
"POINT (4578000.89688339 2190000.28971568)","45782190"
"POINT (4577910.86181607 2635977.0973066)","45782636"
"POINT (4578002.2537747 2869998.9031999)","45782870"
"POINT (4578062.32467288 2960002.57412649)","45782960"
"POINT (4577876.11409822 3000058.93128079)","45783000"
"POINT (4577999.9537726 3058000.40587448)","45783058"
"POINT (4578000.53255998 3086001.1332444)","45783086"
"POINT (4578001.70050355 3093999.89687646)","45783094"
"POINT (4578001.18107186 3184002.5282611)","45783184"
"POINT (4578005.31523599 3201995.59507126)","45783202"
"POINT (4577998.74219147 3302000.30255608)","45783302"
"POINT (4577999.96261217 3345999.76998928)","45783346"
"POINT (4577997.93642648 3723999.91267585)","45783724"
"POINT (4577993.43647198 3867982.08757416)","45783868"
"POINT (4578003.26768402 4048003.78361147)","45784048"
"POINT (4578001.55958755 4076000.51978937)","45784076"
"POINT (4577998.87992825 4093997.29380201)","45784094"
"POINT (4578000.77060771 4116000.66328745)","45784116"
"POINT (4578001.02885893 4130000.3705457)","45784130"
"POINT (4577998.54458533 4138004.96587215)","45784138"
"POINT (4577998.98539027 4152000.00399782)","45784152"
"POINT (4578000.36783061 4174000.0854918)","45784174"
"POINT (4578000.10127434 4335999.89827035)","45784336"
"POINT (4577999.91324884 4453999.05597944)","45784454"
"POINT (4578005.85081184 4511998.34690426)","45784512"
"POINT (4578000.3674988 4530000.0667967)","45784530"
"POINT (4577997.81104829 4544001.92639571)","45784544"
"POINT (4577998.73056149 4566001.11997594)","45784566"
"POINT (4578002.4944373 4746000.0697016)","45784746"
"POINT (4579997.02372355 2242003.79895685)","45802242"
"POINT (4580001.08976901 2818001.26867095)","45802818"
"POINT (4579999.18771018 3123999.52727649)","45803124"
"POINT (4579998.87264347 3232000.85616632)","45803232"
"POINT (4580002.71788005 3339999.21607766)","45803340"
"POINT (4579998.54481402 3988001.11234909)","45803988"
"POINT (4580005.32052459 4042006.82193301)","45804042"
"POINT (4580000.56393707 4276000.30943463)","45804276"
"POINT (4582001.35455252 1626004.55256256)","45821626"
"POINT (4581999.38207123 1651998.47641157)","45821652"
"POINT (4581998.56473523 2282002.29735909)","45822282"
"POINT (4581998.80780879 2522001.63418639)","45822522"
"POINT (4581998.53635707 2558000.62521097)","45822558"
"POINT (4582167.84041497 2795998.55935286)","45822796"
"POINT (4582001.83875314 2828001.18828869)","45822828"
"POINT (4581998.61660403 2832000.16473552)","45822832"
"POINT (4582000.54106618 2918004.9919929)","45822918"
"POINT (4582003.76082991 2957997.18859467)","45822958"
"POINT (4582000.00967954 3044000.89915186)","45823044"
"POINT (4581999.76622411 3083998.71498331)","45823084"
"POINT (4581999.86559953 3098000.4597793)","45823098"
"POINT (4581999.72475979 3146001.25476976)","45823146"
"POINT (4582000.04143122 3156001.72683094)","45823156"
"POINT (4581998.93340633 3181999.53694305)","45823182"
"POINT (4581998.08728089 3278003.03335225)","45823278"
"POINT (4582000.67573203 3295999.11507536)","45823296"
"POINT (4582088.29337014 3601996.59114355)","45823602"
"POINT (4581998.35337449 3686004.417076)","45823686"
"POINT (4582001.70501858 3722001.05989012)","45823722"
"POINT (4582000.63452766 3776001.07367261)","45823776"
"POINT (4581993.35982676 3803997.04876686)","45823804"
"POINT (4581997.6079902 3817999.69867251)","45823818"
"POINT (4581985.64172564 3961996.00360195)","45823962"
"POINT (4582001.17375156 4010006.95362981)","45824010"
"POINT (4581999.92840927 4160000.34641898)","45824160"
"POINT (4582002.39958468 4244000.93505467)","45824244"
"POINT (4581996.20281127 4304003.63206351)","45824304"
"POINT (4581999.19918063 4315998.77231391)","45824316"
"POINT (4582000.10187566 4380000.69338101)","45824380"
"POINT (4581999.24679073 4484004.70156739)","45824484"
"POINT (4582000.56939741 4657999.81723457)","45824658"
"POINT (4584006.26279341 1630005.4232732)","45841630"
"POINT (4583997.39672072 2026000.91180916)","45842026"
"POINT (4584003.19568033 2259996.66837939)","45842260"
"POINT (4584000.67113705 2537998.2697542)","45842538"
"POINT (4584045.72390861 2753952.95872248)","45842754"
"POINT (4583924.7752828 2800017.74700143)","45842800"
"POINT (4583997.15409506 2808000.9127798)","45842808"
"POINT (4583981.36772166 2998005.70453475)","45842998"
"POINT (4583989.63210371 3172002.57191693)","45843172"
"POINT (4584000.20530293 3239999.79986143)","45843240"
"POINT (4584000.07387162 3316002.21093134)","45843316"
"POINT (4584001.75959605 3351997.78353303)","45843352"
"POINT (4583807.44385899 3604030.12627923)","45843604"
"POINT (4584129.99799837 3664014.69489944)","45843664"
"POINT (4584002.24640287 3730002.78360914)","45843730"
"POINT (4583998.03231468 3766001.8816071)","45843766"
"POINT (4584004.32122849 4023998.78904831)","45844024"
"POINT (4584000.35131252 4036000.50874379)","45844036"
"POINT (4584003.66047707 4059998.09097815)","45844060"
"POINT (4583997.73356985 4089998.76217344)","45844090"
"POINT (4584001.13957332 4198003.12111933)","45844198"
"POINT (4583998.76277167 4293999.42974691)","45844294"
"POINT (4583999.82568515 4305999.86828698)","45844306"
"POINT (4583999.35463241 4360000.25216926)","45844360"
"POINT (4584000.33167813 4413999.17525111)","45844414"
"POINT (4583999.47160596 4431999.3109181)","45844432"
"POINT (4583999.47942625 4438000.37375825)","45844438"
"POINT (4583998.10206327 4474002.51471237)","45844474"
"POINT (4583999.97574408 4611999.49501903)","45844612"
"POINT (4586000.93237102 2234000.81921523)","45862234"
"POINT (4585999.85940966 2287999.25303895)","45862288"
"POINT (4586000.88308832 2535996.9565906)","45862536"
"POINT (4585999.09914588 2846000.71915896)","45862846"
"POINT (4585999.70928432 3040000.32764768)","45863040"
"POINT (4585999.84764097 3043999.46975792)","45863044"
"POINT (4585999.03295455 3133998.08621522)","45863134"
"POINT (4585999.6537171 3206000.24311895)","45863206"
"POINT (4586000.41070387 3255999.53943867)","45863256"
"POINT (4586000.59351336 3292001.31368144)","45863292"
"POINT (4585929.34085503 3670044.68414307)","45863670"
"POINT (4585996.95413906 3795998.49317978)","45863796"
"POINT (4585994.40375478 3868003.87771103)","45863868"
"POINT (4586000.744777 4065997.61696636)","45864066"
"POINT (4586000.32876747 4105999.96926454)","45864106"
"POINT (4586001.66032658 4137999.44707896)","45864138"
"POINT (4586001.22795283 4232000.38110579)","45864232"
"POINT (4585999.89581532 4318000.36242834)","45864318"
"POINT (4585998.82150143 4393998.72136013)","45864394"
"POINT (4586001.08700334 4696001.99745762)","45864696"
"POINT (4588002.10529897 2042005.6191199)","45882042"
"POINT (4588003.40224535 2117995.29345792)","45882118"
"POINT (4588000.96350499 2537999.16279927)","45882538"
"POINT (4588000.61799907 2617999.2706966)","45882618"
"POINT (4588000.35269831 2646000.72745446)","45882646"
"POINT (4587999.04162706 2852003.16274428)","45882852"
"POINT (4588001.12005153 2892000.77917355)","45882892"
"POINT (4587999.69979803 2928000.30816893)","45882928"
"POINT (4587998.62962116 2946004.70814439)","45882946"
"POINT (4588000.14110246 3265997.98054854)","45883266"
"POINT (4587998.11696039 3320000.33171454)","45883320"
"POINT (4588006.7450754 3662007.56720272)","45883662"
"POINT (4587998.74810179 3738003.01094581)","45883738"
"POINT (4587999.41313539 3824001.53604362)","45883824"
"POINT (4587999.57036633 3846006.12081346)","45883846"
"POINT (4587921.44322925 3895923.14514919)","45883896"
"POINT (4587993.77014658 3968000.09454273)","45883968"
"POINT (4587999.74462032 4184000.39716373)","45884184"
"POINT (4587998.29133493 4205997.6850154)","45884206"
"POINT (4587999.97740531 4256000.1122155)","45884256"
"POINT (4587996.69744002 4277998.03915844)","45884278"
"POINT (4588000.44277072 4328000.3705457)","45884328"
"POINT (4587998.8625967 4345999.95123919)","45884346"
"POINT (4587999.94127019 4526001.27555776)","45884526"
"POINT (4587999.80863288 4529999.63927285)","45884530"
"POINT (4590004.49821575 1624001.87771349)","45901624"
"POINT (4589997.12169085 1666002.65104164)","45901666"
"POINT (4590001.33487677 2074001.19309208)","45902074"
"POINT (4590008.47676619 2155999.54733537)","45902156"
"POINT (4589999.82700655 2271974.10259875)","45902272"
"POINT (4589984.73761817 2767996.95210315)","45902768"
"POINT (4589998.50404345 2778002.00387035)","45902778"
"POINT (4589999.48678314 2992000.71383069)","45902992"
"POINT (4589999.73416443 3009999.67349656)","45903010"
"POINT (4590000.05368699 3027999.72222804)","45903028"
"POINT (4589999.69865533 3045999.67399502)","45903046"
"POINT (4589998.58247917 3063999.49018901)","45903064"
"POINT (4588513.88173786 3139253.117624)","45903142"
"POINT (4590000.2453543 3213998.36965252)","45903214"
"POINT (4590000.10616123 3358001.77549286)","45903358"
"POINT (4589999.51125097 3754002.87758164)","45903754"
"POINT (4590003.30475579 3843993.43625584)","45903844"
"POINT (4589993.79747889 3879997.5423532)","45903880"
"POINT (4589998.90357449 3999994.11338016)","45904000"
"POINT (4589999.79431973 4077997.10359944)","45904078"
"POINT (4589995.70835914 4114003.64507546)","45904114"
"POINT (4589996.34839218 4125997.70663824)","45904126"
"POINT (4589999.69188866 4149999.27867651)","45904150"
"POINT (4589999.66693955 4180000.33099735)","45904180"
"POINT (4590002.77382244 4216006.51706873)","45904216"
"POINT (4589998.80241104 4360000.02645376)","45904360"
"POINT (4589997.7559621 4401996.04172633)","45904402"
"POINT (4589998.92366842 4449999.10141381)","45904450"
"POINT (4589999.3876957 4467997.64966551)","45904468"
"POINT (4591996.88302009 1619999.5452282)","45921620"
"POINT (4592013.12123551 2258001.49257434)","45922258"
"POINT (4591997.69057378 2537997.76291595)","45922538"
"POINT (4591998.49842754 2586002.25400836)","45922586"
"POINT (4591999.33032767 2771999.44270425)","45922772"
"POINT (4591979.70339204 2802004.1606352)","45922802"
"POINT (4591999.72759966 2898000.99233286)","45922898"
"POINT (4592000.62514649 3006000.29901967)","45923006"
"POINT (4592000.2953942 3017999.55102986)","45923018"
"POINT (4592000.37863964 3114000.03151883)","45923114"
"POINT (4592000.15188977 3252001.64904069)","45923252"
"POINT (4591999.61537865 3266003.9645474)","45923266"
"POINT (4591999.77303629 3270002.32364443)","45923270"
"POINT (4591998.27346549 3287997.97173606)","45923288"
"POINT (4591975.1535072 3672218.15483083)","45923672"
"POINT (4591997.7734057 3679999.03169196)","45923680"
"POINT (4592003.17943584 3708013.17524363)","45923708"
"POINT (4592001.18042605 3756000.72952614)","45923756"
"POINT (4592000.95988205 3810000.21141567)","45923810"
"POINT (4592000.30556858 4021997.08446122)","45924022"
"POINT (4592001.94905406 4062000.31711133)","45924062"
"POINT (4591997.02047621 4115997.90246876)","45924116"
"POINT (4592001.54708071 4283996.7482982)","45924284"
"POINT (4591999.6041135 4350000.3683824)","45924350"
"POINT (4592000.23452298 4529999.10317701)","45924530"
"POINT (4592000.47792339 4601999.61936937)","45924602"
"POINT (4592000.50346579 4656001.44694903)","45924656"
"POINT (4591998.05608803 4669997.60032026)","45924670"
"POINT (4591999.27957889 4691991.82287216)","45924692"
"POINT (4594008.37776433 1624001.30227313)","45941624"
"POINT (4594003.646687 1647999.19684425)","45941648"
"POINT (4593999.96566443 1660002.78408065)","45941660"
"POINT (4594000.22100591 2634000.55739644)","45942634"
"POINT (4594000.4771997 3171999.00982637)","45943172"
"POINT (4594000.23232914 3729999.48877749)","45943730"
"POINT (4594002.5648695 3783998.46867295)","45943784"
"POINT (4594006.49181773 3909999.78947256)","45943910"
"POINT (4593999.1830823 4125999.11345569)","45944126"
"POINT (4593998.37103306 4143999.82211066)","45944144"
"POINT (4593999.45967074 4431999.05397204)","45944432"
"POINT (4593999.22634441 4557999.51769501)","45944558"
"POINT (4593999.66386318 4594000.62927424)","45944594"
"POINT (4594001.92457323 4665995.64287804)","45944666"
"POINT (4594000.73524136 4737999.76987253)","45944738"
"POINT (4595977.34577405 1681989.39028092)","45961682"
"POINT (4595999.1773404 2144004.45297088)","45962144"
"POINT (4596001.25060524 2265999.92307688)","45962266"
"POINT (4595999.30873313 2276002.44227699)","45962276"
"POINT (4595999.64499492 2820000.81678305)","45962820"
"POINT (4596000.37312332 2824001.52470074)","45962824"
"POINT (4595999.50165004 2856000.48003788)","45962856"
"POINT (4595990.44100251 3158005.45929734)","45963158"
"POINT (4596002.51153859 3234001.53530578)","45963234"
"POINT (4595999.30952027 3283998.56875507)","45963284"
"POINT (4595998.37523121 3309998.87061992)","45963310"
"POINT (4595999.49083874 3320001.17873735)","45963320"
"POINT (4596002.2440009 3328000.34925404)","45963328"
"POINT (4596000.57555642 3341999.60925368)","45963342"
"POINT (4596000.89158713 3381999.19349924)","45963382"
"POINT (4595996.75269757 3795999.42212818)","45963796"
"POINT (4596003.21910859 3827987.39788353)","45963828"
"POINT (4596005.6921944 3860007.97026016)","45963860"
"POINT (4595993.90104568 3877991.41056901)","45963878"
"POINT (4596045.45037858 3918002.32710577)","45963918"
"POINT (4596005.46466956 4012001.50550609)","45964012"
"POINT (4596000.18723216 4057997.27776165)","45964058"
"POINT (4595996.9587351 4083999.31188541)","45964084"
"POINT (4595998.9137279 4184000.31249216)","45964184"
"POINT (4595997.99589941 4245999.03745657)","45964246"
"POINT (4595999.18494844 4314003.23437867)","45964314"
"POINT (4595997.94009516 4327998.85705772)","45964328"
"POINT (4596000.21939624 4443999.88438698)","45964444"
"POINT (4595998.5799588 4476001.83487623)","45964476"
"POINT (4595999.75081264 4616001.97922584)","45964616"
"POINT (4596000.95878293 4850000.31374857)","45964850"
"POINT (4597998.88789535 1666001.26817503)","45981666"
"POINT (4598000.59485032 2612001.34869742)","45982612"
"POINT (4597996.6456042 2782004.82973133)","45982782"
"POINT (4598000.26224652 2943997.81725185)","45982944"
"POINT (4597999.89554932 2980000.61041113)","45982980"
"POINT (4598000.91840518 3106000.59123247)","45983106"
"POINT (4597999.86864177 3142000.87441888)","45983142"
"POINT (4598000.77920111 3214002.69526975)","45983214"
"POINT (4598000.87476793 3232003.36366985)","45983232"
"POINT (4598002.3503965 3286000.53344234)","45983286"
"POINT (4597997.76925786 3304000.1609156)","45983304"
"POINT (4598000.33499192 3376004.0120338)","45983376"
"POINT (4598001.00929598 3988010.33875038)","45983988"
"POINT (4597999.39720471 4168000.19432488)","45984168"
"POINT (4598000.96140181 4275999.04347333)","45984276"
"POINT (4597999.66806276 4366000.15210241)","45984366"
"POINT (4598000.10939365 4384000.56588076)","45984384"
"POINT (4599999.66863483 2107977.1056204)","46002108"
"POINT (4599997.79611527 2576003.50198031)","46002576"
"POINT (4599996.88671426 2731998.30427879)","46002732"
"POINT (4600000.83633889 2792003.15378339)","46002792"
"POINT (4599996.57230337 2900001.10223593)","46002900"
"POINT (4600000.1737103 2912000.29020431)","46002912"
"POINT (4600000.34821276 3030000.22364808)","46003030"
"POINT (4600000.18696844 3037999.55733894)","46003038"
"POINT (4600000.46197715 3080000.5730267)","46003080"
"POINT (4599999.76138114 3098002.13426545)","46003098"
"POINT (4600000.81428272 3134000.37882816)","46003134"
"POINT (4600000.308656 3260000.31707229)","46003260"
"POINT (4599996.80746384 3278001.83921121)","46003278"
"POINT (4599999.78035637 3299997.75305904)","46003300"
"POINT (4600001.32886822 3361999.47712656)","46003362"
"POINT (4599999.97841805 3389997.94145227)","46003390"
"POINT (4599986.98862974 3696006.61210796)","46003696"
"POINT (4600001.04064623 3739998.55571876)","46003740"
"POINT (4600000.93096653 3817999.50860606)","46003818"
"POINT (4599999.72289861 3848003.8614105)","46003848"
"POINT (4600005.35159831 3857986.07475994)","46003858"
"POINT (4600001.75834732 3894000.11549016)","46003894"
"POINT (4599998.88047737 4087996.96138413)","46004088"
"POINT (4599998.8377528 4171999.55141272)","46004172"
"POINT (4600003.40662039 4195997.36308412)","46004196"
"POINT (4599999.72674959 4214000.54740588)","46004214"
"POINT (4600003.46922914 4218000.63925586)","46004218"
"POINT (4600002.06803967 4262002.55164045)","46004262"
"POINT (4600001.36421085 4289998.74994905)","46004290"
"POINT (4600002.64990387 4307992.71578771)","46004308"
"POINT (4600000.38654087 4451999.6105492)","46004452"
"POINT (4599998.43128308 4465999.83124632)","46004466"
"POINT (4600001.59845153 4488000.85121764)","46004488"
"POINT (4600000.01011283 4596001.39274541)","46004596"
"POINT (4599999.92182857 4609999.50947627)","46004610"
"POINT (4599998.34153421 4622000.3895126)","46004622"
"POINT (4600000.69278429 4632000.36166406)","46004632"
"POINT (4600325.83691955 4639442.68797419)","46004640"
"POINT (4599996.68511122 4711999.80090448)","46004712"
"POINT (4602000.98615867 2242001.6515146)","46022242"
"POINT (4601998.8193463 2802000.54606731)","46022802"
"POINT (4601993.70331739 2826006.06426368)","46022826"
"POINT (4602000.69421311 2901998.86658592)","46022902"
"POINT (4602002.45159821 2933999.26213372)","46022934"
"POINT (4602000.00969726 3042000.05123186)","46023042"
"POINT (4601998.80565482 3189998.51586319)","46023190"
"POINT (4601999.90048675 3334000.08536147)","46023334"
"POINT (4601999.23348512 3375999.44573149)","46023376"
"POINT (4602000.37974772 3717998.52332215)","46023718"
"POINT (4602000.11992813 3802000.25899804)","46023802"
"POINT (4601994.08257848 3838001.99228592)","46023838"
"POINT (4602003.98755931 3898014.48456936)","46023898"
"POINT (4601999.93780813 4000002.53433436)","46024000"
"POINT (4602004.8874028 4108005.84775234)","46024108"
"POINT (4602000.00355524 4149999.67137862)","46024150"
"POINT (4602000.47474754 4234000.02139612)","46024234"
