X,Y,Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
-2.911898108,47.970552139,"33622846",,,,,6.50,6.64,24.00,24.90,"1",129.40,2.80,312.70,B53,U111,FR,FRH,FRH0,FRH04,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
-2.943766893,48.094316564,"33622860",,,,,5.10,5.53,54.10,26.00,"0",33.20,3.10,323.60,E20,U111,FR,FRH,FRH0,FRH04,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-2.952908597,48.12967409,"33622864",,,,,5.80,6.19,21.50,19.10,"0",53.00,2.40,291.30,B53,U111,FR,FRH,FRH0,FRH04,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
-2.985032592,48.253412358,"33622878",,,,,5.30,5.61,31.20,24.00,"0",47.60,2.70,154.00,B16,U111,FR,FRH,FRH0,FRH01,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-4.146468817,52.255127809,"33623332","44","23","20","57",6.30,6.53,41.70,38.80,"1",82.70,4.10,388.20,E30,U112,UK,UKL,UKL1,UKL14,Grassland,Spontaneously re-vegetated surfaces,Fallow land
-1.005272429,38.897831126,"33641826",,,,,7.60,8.31,13.35,7.80,"516",17.60,0.80,120.90,E30,U112,ES,ES4,ES42,ES421,Grassland,Spontaneously re-vegetated surfaces,Fallow land
-1.129777036,39.632008848,"33641908","41","35","16","49",7.00,7.24,19.01,37.90,"27",6.40,3.30,525.40,C10,U120,ES,ES5,ES52,ES523,Woodland,Broadleaved woodland,Forestry
-1.198208058,40.025604032,"33641952","17","27","27","46",7.50,7.88,25.20,13.50,"215",5.80,1.60,265.00,E30,U112,ES,ES5,ES52,ES523,Grassland,Spontaneously re-vegetated surfaces,Fallow land
-1.204486548,40.061373308,"33641956","24","24","42","34",7.60,8.05,17.47,11.20,"280",20.40,1.20,186.00,B13,U111,ES,ES5,ES52,ES523,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.255064178,40.347455434,"33641988","51","23","29","48",7.50,7.89,15.18,26.10,"682",0.00,2.60,263.20,C23,U420,ES,ES2,ES24,ES242,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
-1.283789868,40.508320597,"33642006","21","23","16","61",7.80,7.89,340.00,28.40,"635",29.10,3.50,316.20,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-1.290200573,40.54406296,"33642010","19","40","7","53",7.70,8.13,22.30,9.70,"252",4.80,1.20,304.50,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.299835278,40.597672796,"33642016","30","46","7","47",7.60,7.96,36.40,16.80,"332",19.50,2.50,265.40,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.31917208,40.70487915,"33642028",,,,,7.60,8.10,19.00,10.80,"406",21.10,1.30,271.00,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.341845886,40.829930849,"33642042",,,,,7.60,8.02,36.40,22.20,"297",32.70,2.10,262.60,B14,U111,ES,ES2,ES24,ES242,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
-1.348346825,40.865655491,"33642046","53","19","57","24",7.50,7.95,25.10,11.50,"252",26.00,1.20,290.50,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.37118004,40.990676333,"33642060","12","24","34","42",6.10,6.32,7.18,22.20,"0",5.10,2.30,137.30,C10,U420,ES,ES2,ES24,ES242,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
-1.507458802,41.7224643,"33642142",,,,,7.60,8.29,14.84,0.80,"383",12.10,1.80,198.60,B82,U111,ES,ES2,ES24,ES243,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
-1.55159552,41.954326333,"33642168",,,,,7.40,8.06,29.40,12.50,"296",33.80,1.60,574.80,F40,U112,ES,ES2,ES22,ES220,Bareland,Other bare soil,Fallow land
-1.747027827,42.952207782,"33642280",,,,,5.70,5.95,22.50,30.70,"0",6.30,2.50,430.20,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry
-1.757746856,43.005624588,"33642286",,,,,4.50,4.80,60.50,48.40,"0",55.60,3.90,133.60,E20,U111,ES,ES2,ES22,ES220,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-1.779262842,43.112445788,"33642298",,,,,5.50,5.83,26.30,59.40,"2",18.40,4.40,51.80,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry
-1.804496924,43.237049656,"33642312",,,,,3.90,4.04,36.30,60.10,"0",16.50,4.60,105.40,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry
-2.89906078,48.026730681,"33642852",,,,,6.60,6.87,22.60,24.00,"2",143.30,2.80,323.70,B13,U111,FR,FRH,FRH0,FRH04,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-3.749587586,51.079580462,"33643198",,,,,3.30,4.32,69.00,464.50,"0",113.80,24.30,437.80,D20,U111,UK,UKK,UKK4,UKK43,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
-0.976562842,38.864600179,"33661822","11","18","43","39",7.20,7.50,17.57,82.70,"160",11.90,2.70,272.00,C22,U420,ES,ES4,ES42,ES421,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
-1.156337492,39.920938301,"33661940","14","25","37","38",7.20,7.47,8.46,17.50,"1",0.00,1.40,189.90,C22,U120,ES,ES5,ES52,ES523,Woodland,Pine dominated coniferous woodland,Forestry
-1.178209669,40.046149093,"33661954","64","11","43","45",7.20,7.49,22.90,91.20,"629",28.70,4.20,277.80,C22,U420,ES,ES5,ES52,ES523,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
-1.197051197,40.153453067,"33661966","34","25","20","55",7.40,7.77,25.20,21.60,"759",4.70,1.90,154.90,D20,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
-1.23499667,40.368007099,"33661990","29","32","27","41",7.60,8.00,15.58,11.00,"173",8.40,1.40,230.90,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.254101709,40.475257276,"33662002","21","30","42","29",7.60,8.06,20.30,5.80,"409",8.70,1.00,220.20,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.282926203,40.636099162,"33662020","73","24","44","31",7.60,8.08,18.14,10.50,"413",17.10,1.40,196.10,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.292579164,40.689704252,"33662026","63","23","33","44",7.50,7.98,20.40,16.60,"492",23.10,2.10,159.40,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-1.38047759,41.171951868,"33662080",,,,,7.20,7.77,40.40,38.20,"281",301.40,4.20,1596.00,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.430117461,41.439714314,"33662110",,,,,7.40,7.86,48.70,30.50,"605",81.50,2.70,279.80,B81,U111,ES,ES2,ES24,ES243,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-1.487087881,41.74304779,"33662144",,,,,7.70,8.37,15.78,9.20,"210",14.30,0.90,234.20,B82,U111,ES,ES2,ES24,ES243,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
-1.551672258,42.081904786,"33662182",,,,,7.80,8.34,15.66,9.70,"330",13.30,0.90,101.70,B13,U111,ES,ES2,ES22,ES220,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.645143224,42.563146074,"33662236",,,,,7.40,8.04,13.84,14.90,"368",26.80,1.20,122.80,B11,U111,ES,ES2,ES22,ES220,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.676750793,42.72348429,"33662254",,,,,7.30,7.88,16.19,12.50,"341",11.80,1.40,194.00,B32,U111,ES,ES2,ES22,ES220,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
-1.708587375,42.883785017,"33662272",,,,,7.00,7.24,22.00,58.30,"51",9.00,4.40,73.30,D10,U111,ES,ES2,ES22,ES220,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
-3.910428478,51.699132905,"33663268","28","8","71","20",4.00,3.99,22.20,16.00,"1",8.30,1.10,30.00,D10,U420,UK,UKL,UKL1,UKL18,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
-4.010098305,52.015834428,"33663304",,,,,5.00,5.34,35.50,26.90,"0",19.40,3.60,55.70,B22,U111,UK,UKL,UKL1,UKL14,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
-1.186459983,40.227642383,"33681974","11","41","14","45",7.60,8.01,23.50,16.80,"379",16.00,1.70,555.60,F40,U111,ES,ES2,ES24,ES242,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
-1.195923782,40.281284233,"33681980","34","22","30","47",7.40,7.87,18.52,23.00,"675",0.00,2.30,243.70,D10,U111,ES,ES2,ES24,ES242,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
-1.214917268,40.388554518,"33681992","40","17","62","21",7.60,8.07,18.60,4.30,"183",10.60,0.90,123.90,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.24357325,40.54942652,"33682010","39","20","56","24",7.70,8.23,16.95,1.20,"433",11.50,0.80,119.90,E30,U112,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Fallow land
-1.253169722,40.603041637,"33682016","59","16","63","21",7.70,8.08,19.63,6.90,"485",17.40,1.10,133.40,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.265999805,40.67452157,"33682024","51","28","22","51",7.50,7.88,23.60,20.90,"381",7.00,2.20,244.20,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.31122049,40.924639572,"33682052",,,,,7.50,8.04,16.03,4.00,"38",5.60,0.90,240.90,E30,U420,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
-1.370091446,41.246079617,"33682088",,,,,6.10,6.46,11.92,12.00,"0",25.20,1.20,107.20,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land
-1.383286842,41.317489452,"33682096","30","18","44","38",6.60,6.71,35.50,14.20,"1",79.40,1.70,415.40,B75,U111,ES,ES2,ES24,ES243,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
-1.429798358,41.567363315,"33682124",,,,,7.50,8.01,51.10,31.00,"378",89.70,2.10,444.20,B73,U111,ES,ES2,ES24,ES243,Cropland,Cherry fruit,Agriculture (excluding fallow land and kitchen gardens)
-1.459970341,41.727947007,"33682142",,,,,7.60,8.23,16.44,17.80,"236",31.30,1.30,283.40,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.614098953,42.530291232,"33682232",,,,,7.60,8.19,16.59,11.40,"455",9.20,1.30,237.70,E30,U112,ES,ES2,ES22,ES220,Grassland,Spontaneously re-vegetated surfaces,Fallow land
-2.774232072,47.749973375,"33682820",,,,,5.10,5.38,23.40,34.00,"0",211.00,3.10,206.40,B16,U111,FR,FRH,FRH0,FRH04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-2.805553624,47.873801747,"33682834",,,,,5.00,5.57,43.70,80.20,"0",143.00,7.00,1201.10,C10,U120,FR,FRH,FRH0,FRH04,Woodland,Broadleaved woodland,Forestry
-2.951234426,48.439617035,"33682898",,,,,5.40,5.74,26.40,21.90,"1",80.60,2.40,271.60,B11,U111,FR,FRH,FRH0,FRH01,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-4.987100073,54.933844112,"33683636","45","11","44","45",5.30,5.86,14.00,34.10,"0",46.10,3.60,161.30,B13,U111,UK,UKM,UKM9,UKM92,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.138177666,40.087226479,"33701958","62","16","52","32",7.40,7.65,32.60,37.40,"503",0.00,3.20,330.80,C22,U420,ES,ES5,ES52,ES523,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
-1.236231627,40.641460493,"33702020","43","20","30","50",7.40,7.85,29.10,20.50,"513",0.00,2.30,156.90,C10,U420,ES,ES2,ES24,ES242,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
-1.353102606,41.284495542,"33702092","44","25","48","27",6.40,6.64,10.68,6.00,"0",0.00,0.90,135.40,B74,U410,ES,ES2,ES24,ES243,Cropland,Nuts trees,Abandoned areas
-1.382837992,41.44515636,"33702110",,,,,7.70,8.22,25.30,12.60,"184",64.20,1.40,280.30,B81,U111,ES,ES2,ES24,ES243,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
-1.399448713,41.534395595,"33702120",,,,,7.70,8.20,34.20,14.90,"449",31.20,1.20,386.40,B75,U111,ES,ES2,ES24,ES243,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
-1.422813815,41.659310469,"33702134",,,,,7.50,8.31,16.61,21.30,"386",24.20,1.20,130.90,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.473318595,41.926906792,"33702164",,,,,7.50,8.09,31.90,24.50,"285",30.00,1.80,259.80,B13,U111,ES,ES2,ES22,ES220,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.514156447,42.140907331,"33702188",,,,,7.80,7.89,291.00,3.30,"433",0.00,0.60,123.30,B13,U111,ES,ES2,ES22,ES220,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.545041321,42.30136338,"33702206",,,,,7.70,8.18,17.44,19.80,"231",22.00,1.50,181.20,F40,U111,ES,ES2,ES22,ES220,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
-1.152626431,40.304480996,"33721982","16","41","14","45",7.60,8.02,15.67,20.30,"300",5.90,1.90,295.50,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-1.168397292,40.393880335,"33721992",,,,,7.50,8.06,18.22,10.10,"110",15.00,1.10,147.50,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.181057951,40.465390911,"33722000","52","23","41","36",7.60,8.02,22.00,12.90,"562",10.70,1.70,266.90,E20,U420,ES,ES2,ES24,ES242,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
-1.248174397,40.840692434,"33722042","63","34","19","46",7.50,8.00,17.50,20.20,"326",40.80,2.10,330.30,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.283770592,41.037193034,"33722064","15","56","10","34",7.50,7.80,29.80,10.60,"55",18.60,1.60,495.20,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.306582371,41.162208338,"33722078","12","45","20","35",7.50,7.96,14.46,8.10,"60",24.90,1.10,361.40,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.313122991,41.197922651,"33722082",,,,,7.20,7.85,22.70,20.40,"340",168.60,2.00,891.60,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.379096458,41.554960111,"33722122",,,,,7.60,7.96,112.80,16.80,"568",111.20,2.10,597.80,E30,U410,ES,ES2,ES24,ES243,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas
-1.425899475,41.804772762,"33722150",,,,,7.50,7.65,233.00,14.40,"275",30.70,1.50,339.10,B12,U111,ES,ES2,ES24,ES243,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.446116866,41.911806901,"33722162",,,,,7.50,8.19,38.30,17.50,"252",149.20,1.80,733.90,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land
-1.456261622,41.965317601,"33722168",,,,,7.60,8.21,25.90,16.40,"193",81.60,1.50,215.80,E30,U112,ES,ES2,ES22,ES220,Grassland,Spontaneously re-vegetated surfaces,Fallow land
-1.493666226,42.161487297,"33722190",,,,,8.10,8.45,156.10,10.30,"371",8.60,1.00,158.20,F40,U112,ES,ES2,ES22,ES220,Bareland,Other bare soil,Fallow land
-1.531399331,42.357600352,"33722212",,,,,7.60,8.00,28.50,16.40,"274",33.20,1.80,371.50,B16,U111,ES,ES2,ES22,ES220,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-1.650148577,42.963413325,"33722280",,,,,4.60,4.92,37.30,24.70,"0",36.70,2.10,264.90,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry
-1.657235301,42.999032826,"33722284",,,,,6.20,6.31,12.56,31.90,"0",27.80,3.00,148.00,E20,U111,ES,ES2,ES22,ES220,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-1.682129036,43.123686697,"33722298",,,,,4.50,5.06,15.68,17.00,"0",5.10,1.70,87.00,C22,U120,ES,ES2,ES22,ES220,Woodland,Pine dominated coniferous woodland,Forestry
-2.76169861,47.915383927,"33722838",,,,,5.00,5.21,28.80,25.40,"0",64.60,2.90,244.10,B16,U111,FR,FRH,FRH0,FRH04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-2.833866898,48.198371104,"33722870",,,,,5.40,5.55,72.10,30.50,"1",58.30,3.70,154.10,E20,U111,FR,FRH,FRH0,FRH01,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-2.842960132,48.233737129,"33722874",,,,,6.00,6.33,32.00,21.90,"1",97.20,2.90,257.30,B41,U111,FR,FRH,FRH0,FRH01,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
-2.893263201,48.42822104,"33722896",,,,,4.70,5.00,74.10,26.90,"1",74.50,3.30,139.20,E20,U111,FR,FRH,FRH0,FRH01,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-2.916291853,48.516606489,"33722906",,,,,5.70,6.07,7.92,15.30,"0",66.30,1.90,281.40,B12,U111,FR,FRH,FRH0,FRH01,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
-2.958003848,48.675674615,"33722924",,,,,5.60,5.85,41.00,13.60,"0",40.10,1.80,209.60,B16,U111,FR,FRH,FRH0,FRH01,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-3.819504065,51.691735927,"33723266","13","14","36","50",4.00,4.16,72.40,53.20,"0",52.10,4.20,158.50,E20,U111,UK,UKL,UKL1,UKL17,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-3.890831976,51.920543109,"33723292","27","22","15","63",4.60,4.79,81.10,40.30,"0",75.50,5.20,96.20,E20,U111,UK,UKL,UKL1,UKL14,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-3.91850433,52.008527557,"33723302",,,,,4.10,4.36,38.00,34.70,"0",14.00,4.20,82.00,E20,U111,UK,UKL,UKL1,UKL14,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-5.331936257,55.992002791,"33723756",,,,,5.40,5.84,10.04,37.10,"0",30.30,3.70,100.70,E20,U111,UK,UKM,UKM6,UKM63,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
-1.113716865,40.217715301,"33741972","21","41","16","42",7.60,7.94,22.60,14.90,"577",17.00,2.00,365.50,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-1.154607552,40.450171275,"33741998","36","39","18","43",7.50,7.81,38.80,16.30,"557",30.70,2.40,387.90,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.247323651,40.968427827,"33742056","45","30","20","50",7.50,7.87,27.80,23.40,"424",8.70,2.60,229.40,D10,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
-1.270018767,41.093462921,"33742070",,,,,7.40,8.05,21.90,10.50,"81",35.80,0.70,273.30,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.276525914,41.129182885,"33742074","43","28","32","40",7.50,7.70,23.60,9.20,"48",35.70,1.40,199.50,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.335551189,41.450576015,"33742110",,,,,7.50,7.66,116.50,21.50,"206",172.20,3.40,730.00,B16,U111,ES,ES2,ES24,ES243,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-1.365378186,41.611214471,"33742128",,,,,7.70,8.39,16.41,9.30,"365",11.00,1.00,103.20,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land
-1.388723613,41.736128873,"33742142",,,,,7.40,8.09,25.10,19.70,"410",26.30,1.60,719.20,B12,U111,ES,ES2,ES24,ES243,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.435803584,41.985888182,"33742170",,,,,7.50,7.98,62.50,15.20,"246",57.30,1.40,437.30,F40,U112,ES,ES2,ES22,ES220,Bareland,Other bare soil,Fallow land
-1.686406332,43.268924625,"33742314",,,,,4.50,4.89,30.70,30.60,"0",7.10,2.60,108.80,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry
-2.771160165,48.059994244,"33742854",,,,,5.40,5.78,13.08,19.00,"0",19.80,2.50,155.10,B16,U111,FR,FRH,FRH0,FRH04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
-2.894173358,48.537420067,"33742908",,,,,5.70,5.94,20.90,10.80,"0",77.40,1.50,166.40,B11,U111,FR,FRH,FRH0,FRH01,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.9856967,39.611967206,"33761904","11","5","64","30",7.20,7.45,12.81,133.50,"106",9.90,2.30,52.30,D20,U420,ES,ES5,ES52,ES523,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
-1.125019319,40.417064285,"33761994","32","34","20","47",7.60,8.03,24.10,19.60,"473",21.50,2.20,227.30,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land
-1.134480429,40.470701682,"33762000","18","47","14","39",7.60,7.95,26.30,16.70,"516",16.70,1.90,338.70,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-1.140800054,40.506457488,"33762004","40","26","39","35",7.60,7.98,21.30,15.30,"551",13.80,1.50,277.40,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.169359917,40.667334342,"33762022","24","32","34","34",7.50,7.77,35.30,10.40,"229",9.30,1.50,388.70,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
-1.220628785,40.953240053,"33762054","20","41","14","45",7.50,7.94,24.60,11.30,"488",12.10,1.70,155.40,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
-1.269277841,41.221164062,"33762084","48","18","58","24",5.20,5.50,11.81,5.10,"0",16.90,0.80,78.70,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
